Gender,Mood,text,description,screenName,,favorited,favoriteCount,replyToSN,created.x,truncated,replyToSID,id.x,replyToUID,statusSource,retweetCount,isRetweet,retweeted,longitude,latitude,statusesCount,followersCount,favoritesCount,friendsCount,url,name,created.y,protected,verified,location,lang,id.y,listedCount,followRequestSent,profileImageUrl
i,0,"4 mujeres que cambiaron el mundo a través del diseño y la arquitectura. 👭👭👉https://t.co/Ud9U3dvVwI 

#diseño… https://t.co/G5G4J4ozh2",✏️Escuela Superior de Diseño de Barcelona. Somos los primeros en ofrecer Másters online de diseño a alumn@s de todo el mundo. 🌍Somos #ESDESIGNBarcelona,esdesignbcn,40,FALSE,0,NA,2020-04-30 18:02:24,TRUE,NA,1255920453606092801,NA,"<a href=""https://onlypult.com"" rel=""nofollow"">OnlyPultCom</a>",0,FALSE,FALSE,NA,NA,5399,7906,3655,5866,https://t.co/4IezAVZL3w,ESDESIGN Barcelona,2016-02-05 14:30:09,FALSE,FALSE,"Barcelona, España",NA,4877949136,131,FALSE,http://pbs.twimg.com/profile_images/1242857484387319808/1mFqFpDo_normal.jpg
f,-1,Nos machacan a cada momento con la distancia social de dos metros y el uso de mascarillas cuando ellos son los prim… https://t.co/cZgdC3MKIy,,FanaticaGH7,41,FALSE,1,NA,2020-04-30 18:03:21,TRUE,NA,1255920691314032641,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,21637,3776,14853,599,NA,Summer 🇺🇾🏀💪,2016-03-28 11:26:24,FALSE,FALSE,"Barcelona, Cataluña",NA,714413325275291650,6,FALSE,http://pbs.twimg.com/profile_images/942307851040710657/Q1udi5Ot_normal.jpg
f,0,"@Lucy_in_Firenze Tendrían que habilitarle una franja específica, parece peligroso. Voy a comentarlo con @AdaColau","Hasta el mismísimo porompompom de vivir en Mordor. Por una Cataluña libre de nacionalismo. 
Pongo mal las comas pero bien los puntos sobre las íes.",faraoneando,42,FALSE,0,Lucy_in_Firenze,2020-04-30 18:00:19,FALSE,1255919674115657728,1255919928156270593,4759179628,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,43076,5876,101300,774,NA,Mónica (🏡),2017-12-02 14:20:12,FALSE,FALSE,"Barcelona, España",NA,936963212494475265,9,FALSE,http://pbs.twimg.com/profile_images/1175678145934049280/sY43EFfd_normal.jpg
i,1,CLUB | Desde @fsalagarcia  nuestro reconocimiento al personal sanitario y a todos/as los que trabajan cuidándonos p… https://t.co/R2U7Wd2PH9,Twitter oficial de FS Garcia.  Industrias Santa Coloma és el club degà de la Primera Divisió de futbol sala.,fsalagarcia,43,FALSE,0,NA,2020-04-30 18:00:46,TRUE,NA,1255920040559419393,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",0,FALSE,FALSE,NA,NA,38992,14780,491,215,http://t.co/uOXpGGeOIJ,Industrias Santa Coloma,2011-10-20 10:59:16,FALSE,FALSE,Santa Coloma de Gramenet,NA,394616610,163,FALSE,http://pbs.twimg.com/profile_images/1236921065722589184/f8_r6-b7_normal.jpg
m,-1,"El problema de ser sarcástico es que en ocasiones la gente me rechaza, y como a mí me importa mucho su opinión, me pongo muy triste.
😉😁","Ser capaz de mirarse a uno mismo y aceptar quien eres, con lo bueno y lo malo, es un ejercicio necesario para ser feliz.",garyfersot,44,FALSE,0,NA,2020-04-30 18:00:57,FALSE,NA,1255920087510519810,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,3414,266,917,2507,NA,GARY FERSOT,2007-08-27 1:28:19,FALSE,FALSE,Barcelona,NA,8451402,3,FALSE,http://pbs.twimg.com/profile_images/3496183068/9275bf92ade70b39eedf4267860ca51c_normal.jpeg
f,-1,@salvameoficial Si nunca dice nada ..solo que se iba a casar..si estaba 3 meses venga ya...,Quien tiene magia..no necesita trucos,geovita81,45,FALSE,0,salvameoficial,2020-04-30 18:00:49,FALSE,1255874753618939907,1255920056162189312,252607825,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,83,9,395,142,NA,esther,2012-11-05 10:54:20,FALSE,FALSE,"Barcelona, España",NA,927357864,1,FALSE,http://pbs.twimg.com/profile_images/1255540354088083456/hte1lLgk_normal.jpg
m,-1,"@IbaiLlanos @Pringles_ES @naw13rgz el torneo de calafy, caudillo y badulio, obligalos a apuntarse xD","27 años. Adicto a las artes marciales, el skate, el graffiti, el manga y el LoL. Fan de #OrsonScottCard y sus obras, de la C.F. en general :)",gerardtorta8,46,FALSE,0,IbaiLlanos,2020-04-30 18:01:50,FALSE,1255917030169075713,1255920311477952516,2754746065,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,FALSE,FALSE,NA,NA,9447,160,2599,391,NA,🎗️The North-east Remembers🎗️,2012-07-05 17:44:03,FALSE,FALSE,Barcelona,NA,627655587,2,FALSE,http://pbs.twimg.com/profile_images/534095657720905728/m0q7tg03_normal.jpeg
m,-1,"@susanabeltranga De tu comunidad governada por tu partido.
El patriotismo de despedir a sanitarios en Madrid, que s… https://t.co/sCLnjeDTxH",,GroguesJosep,47,FALSE,0,susanabeltranga,2020-04-30 18:02:54,TRUE,1255759863835176961,1255920579359707142,483990093,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,9309,92,12826,719,NA,Josep Grogues,2014-04-22 8:58:42,FALSE,FALSE,Sants,NA,2501426092,0,FALSE,http://pbs.twimg.com/profile_images/1192193120533958661/BrW9biK__normal.jpg
m,-1,"@Noemi_delaCalle @CsarZafra El patriotismo de despedir a sanitarios en Madrid, que se han jugado la vida por salvar… https://t.co/hnyiqbHTYW",,GroguesJosep,48,FALSE,0,Noemi_delaCalle,2020-04-30 18:01:53,TRUE,1255857940126457857,1255920324216066048,245392058,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,9309,92,12826,719,NA,Josep Grogues,2014-04-22 8:58:42,FALSE,FALSE,Sants,NA,2501426092,0,FALSE,http://pbs.twimg.com/profile_images/1192193120533958661/BrW9biK__normal.jpg
f,1,"soy esa clase de amiga que te va a escuchar siempre, le hables de lo que le hables, el rato que sea, y lo va  a hac… https://t.co/3ghR2DI0Mu","Nos centramos tanto en nuestro dolor, que olvidamos nuestra propia fuerza🥀
                                                      Hache, 18 años, apañada",Hache_jdr,49,FALSE,0,NA,2020-04-30 18:04:18,TRUE,NA,1255920931626790919,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,5714,177,5336,168,https://t.co/84QoaaIGVD,H𝖆𝖈𝖍𝖊❄,2017-09-28 9:56:47,FALSE,FALSE,"Barcelona, España",NA,913341709878202368,0,FALSE,http://pbs.twimg.com/profile_images/1242764471464071168/WIu--Y51_normal.jpg
m,-1,Martin Casado de a16z explica en esta charla que las empresas tecnológicas B2B ya no se comportan como tales. Están… https://t.co/1Hy4bNF0pb,"Leemos el mundo entre líneas. Cada semana seleccionamos los contenidos más relevantes y te los enviamos por email. 
Tendencias. Estrategia. Insights. Branding.",Haken_insights,50,FALSE,0,NA,2020-04-30 18:02:02,TRUE,NA,1255920359959867393,NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",0,FALSE,FALSE,NA,NA,275,142,80,0,https://t.co/xyVYEqqgCT,Haken.io,2018-10-19 9:08:39,FALSE,FALSE,Barcelona,NA,1053211314942828549,3,FALSE,http://pbs.twimg.com/profile_images/1065654596880801793/bpA3_Opx_normal.jpg
f,0,IT'S A BABY JAJAJAJAAJAJBA https://t.co/WSxM566R3l,"I mɑy be on the side of the ɑngels, but don't think for one second thɑt I ɑm one of them.",hedabatchx,51,FALSE,1,NA,2020-04-30 18:01:56,FALSE,NA,1255920336232681472,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,905,88,28,279,https://t.co/74TYVEOqJV,nuria 💋,2020-04-16 16:21:44,FALSE,FALSE,"Barcelona, Cataluña",NA,1250821651618504706,0,FALSE,http://pbs.twimg.com/profile_images/1255894742237433861/ZfqpCN6t_normal.jpg
f,0,¿En serio que ahora se ha operado los ojos para parecerse a J1min?,"⁸ ᵐᵃᵏᵉˢ ¹ ᵗᵉᵃᵐ 💖

 𝘢𝘵𝘦𝘦𝘻 |    𝘯𝘤𝘵    |  𝘣𝘵𝘴   | sᥙᥒmι",heesookie,52,FALSE,0,NA,2020-04-30 18:04:15,FALSE,NA,1255920917693292553,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,128941,3133,14860,798,https://t.co/wVfAtewqk8,liz loves ateez 💖,2012-01-17 19:01:31,FALSE,FALSE, Barcelona,NA,466746159,23,FALSE,http://pbs.twimg.com/profile_images/1255832772901552129/MDBWlj5f_normal.jpg
f,-1,"Es lo q tiene tener esa voz melosa, la mentira para camelar y sobre todo el poder.
Es sabido q a muchas mujeres les… https://t.co/wNCIYo7Y7q","He vivido miles de vidas a través de los libros. Tengo cientos de historias. Estoy orgullosa de ser española. No doy pie ni a P´s, ni separatas. Abstenerse.",HispaniaRevelde,53,FALSE,0,NA,2020-04-30 18:01:00,TRUE,NA,1255920099887898625,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,FALSE,FALSE,NA,NA,16827,5947,64518,5432,NA,"Hispania Re""V""elde",2018-05-30 19:19:24,FALSE,FALSE,"Barcelona, España",NA,1001905937786048518,1,FALSE,http://pbs.twimg.com/profile_images/1196875429543632898/KLWTIbHw_normal.jpg
i,-1,@shiveringteeth He hablado con mi nobeo y te vamos a adoptar quieras o no,Intentant volar em vaig cremar les ales i vaig caure en aquest lloc. https://t.co/TYOIPHUZQa,icarflight,54,FALSE,1,shiveringteeth,2020-04-30 18:03:54,FALSE,1255917039388164097,1255920832221765633,1894870249,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,47036,1220,108032,737,https://t.co/5NYdEKb8bR,Pol,2015-02-09 19:20:06,FALSE,FALSE,Barcelona,NA,3027005835,3,FALSE,http://pbs.twimg.com/profile_images/1121135597366779906/jm7DZ2Go_normal.jpg
f,-1,ya me joderia sufrir por amor con 10 años yo a esa edad lloraba porque había perdido al monopoly no me jodas https://t.co/Txn4imcO9I,se llama soy yo y va pa ti 🤍🤍🤍🤍🤍🤍🤍 radddi d Hugo Cobo y Eva Barreiro.,idontknow7450,55,FALSE,0,NA,2020-04-30 18:01:22,FALSE,NA,1255920192225509387,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,FALSE,FALSE,NA,NA,1921,57,5327,104,NA,ana 🧜🏼‍♀️🤍,2020-03-07 18:39:21,FALSE,FALSE,"Barcelona, España",NA,1236360737871859712,0,FALSE,http://pbs.twimg.com/profile_images/1255602658536230912/fy5UYeu8_normal.jpg
f,-1,La muerte nos da un baño de realismo: ante la muerte relativizamos todo y nos damos cuenta de que quizás hemos hech… https://t.co/utHHt2NH14,,IglesiasAranda,56,FALSE,0,NA,2020-04-30 18:01:34,TRUE,NA,1255920244306124800,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,FALSE,FALSE,NA,NA,126,37,1,5,http://t.co/KKquJqHI,Joaquín Iglesias,2010-01-20 19:55:10,FALSE,FALSE,"Barcelona, Spain",NA,106817176,0,FALSE,http://pbs.twimg.com/profile_images/1212470265625665539/vK9tPT8b_normal.jpg
i,1,"En el #laboratorio de #FIV nuestro pequeño paciente es el embrión, y todo nuestro trabajo está orientado a proteger… https://t.co/y2roy0Dz5d","Institut Marquès es un centro de referencia en los ámbitos de la Ginecología, Obstetricia y Reproducción Asistida. Síguenos también en: http://t.co/Wo5jzNF5mw",imarques_ES,57,FALSE,1,NA,2020-04-30 18:02:04,TRUE,NA,1255920368541487106,NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",0,FALSE,FALSE,NA,NA,6978,2809,1842,605,http://t.co/D21Qg1QJZu,Institut Marquès,2010-11-11 15:26:45,FALSE,FALSE,Barcelona,NA,214505477,48,FALSE,http://pbs.twimg.com/profile_images/1201438868945416193/nNk_f3h0_normal.jpg
m,0,"Memento Mori!: “El archipiélago más pequeño de la Costa Brava: Las islas Formigues”

Un desconocido paraíso submari… https://t.co/jbBoqxIJ50","Escritor, historiador y blogger. Autor del Blog «Memento Mori!», colaborador en radio y prensa. Divulgador y activo defensor del Patrimonio Histórico",ireneuc,58,FALSE,0,NA,2020-04-30 18:00:56,TRUE,NA,1255920085329420288,NA,"<a href=""https://postcron.com"" rel=""nofollow"">Postcron App</a>",0,FALSE,FALSE,NA,NA,12778,937,13210,692,https://t.co/vSI2oG4smz,Ireneu Castillo,2009-12-24 14:47:42,FALSE,FALSE,L'Hospitalet de Llobregat,NA,99116412,43,FALSE,http://pbs.twimg.com/profile_images/1039249895276912640/Y6ELlfpf_normal.jpg
f,0,"@LuisAngel_F1 @el54mac @carlesenric Ojalá esto de un cambiazo, porque ahora tenemos q mantener a un número bastante… https://t.co/lSzoG5HuY7","Sabes mi nombre pero no mi historia.Hasta que me conozcas,no me juzgues./madrileña/todas las fotos que subo son propias .📸Reservado derecho #yomequedoencasa🏠",Isabelip59,59,FALSE,0,LuisAngel_F1,2020-04-30 18:02:43,TRUE,1255917676003758080,1255920533893414914,465780806,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,FALSE,FALSE,NA,NA,93610,1278,82518,337,NA,Isabel,2012-08-24 22:22:59,FALSE,FALSE,"Barcelona, España ",NA,779079302,46,FALSE,http://pbs.twimg.com/profile_images/1253947709888827393/R3x_hEFI_normal.jpg
m,0,A ver si alguien me añade algo que me falte en esta playlist 😳😳😳 https://t.co/dGeoOfvKig,Enchufa el altavoz que empezamos. Oposito a la Abogacía del Estado.,ItsSoler,60,FALSE,0,NA,2020-04-30 18:00:14,FALSE,NA,1255919908581527558,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,FALSE,FALSE,NA,NA,3945,368,21507,920,NA,J. 🇪🇸,2016-03-31 17:24:48,FALSE,FALSE,"Barcelona, España",NA,715590681146863616,1,FALSE,http://pbs.twimg.com/profile_images/1227181020212011008/Evc2v-81_normal.jpg
m,-1,"Y ME MOLESTA QUE NO ESTÉN HABLANDO DE ESTO @ GAYS QUE SE PRESTAN A TODO ESE MORBO 

que lindos se ven esperancitos… https://t.co/f7LTKbZcDI",#SOSNicaragua,jeanvelez06,61,FALSE,0,NA,2020-04-30 18:00:31,TRUE,NA,1255919980018905094,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,FALSE,FALSE,NA,NA,18076,343,24082,440,https://t.co/orZmCNfW7R,chrystal methyd stan account,2013-02-16 1:11:25,FALSE,FALSE,Barcelona,NA,1183957177,3,FALSE,http://pbs.twimg.com/profile_images/1250555453945401348/uDYHvzIl_normal.jpg
m,0,@AndresLuelmo Eso es lo que me parece a mí también.,Catedrático de Derecho procesal. Universitat de Barcelona.,jordinieva,62,FALSE,0,AndresLuelmo,2020-04-30 18:01:33,FALSE,1255919418380615681,1255920238018904065,1146330360873201664,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,815,19558,10427,266,NA,Jordi Nieva-Fenoll,2010-06-26 9:18:52,FALSE,FALSE,Barcelona,NA,159777686,165,FALSE,http://pbs.twimg.com/profile_images/1172170144216494085/HFY-UBDQ_normal.jpg
m,-1,Y en qué fase la gente va a dejar de aplaudir?,Just came for the music,jorgepirolo,63,FALSE,0,NA,2020-04-30 18:02:24,FALSE,NA,1255920453820059656,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,FALSE,FALSE,NA,NA,7385,470,2363,276,NA,piro 🧸,2009-06-07 20:57:26,FALSE,FALSE,BCN,NA,45421891,2,FALSE,http://pbs.twimg.com/profile_images/1250828860809150466/CAadeXzQ_normal.jpg
m,-1,@IbaiLlanos @Pringles_ES #BarbeQPringlesHierro soy Hierro 3 soy bastante malo en adc hay cosas que hago siendo adc… https://t.co/PtYMAmfaCV,"Mod de Discord @GiantsGaming, Mod en Minecochia Network
 AD/Carry",josepginer17,64,FALSE,0,IbaiLlanos,2020-04-30 18:02:17,TRUE,1255917030169075713,1255920423247720449,2754746065,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,FALSE,FALSE,NA,NA,2918,151,2762,241,NA,Yøsius 💜 #WeAreGiants,2015-01-17 19:29:28,FALSE,FALSE,"Barcelona, España",NA,2983026106,6,FALSE,http://pbs.twimg.com/profile_images/1247242983621242892/9kOcjb-s_normal.jpg
m,-1,"El sábado que ya se podrá salir un rato creo que no saldré porque, con el ímpetu general de los primeros días, va a… https://t.co/ndycgc7h2b",¡MARICONES DEL ESPACIO!,JRCONDILOMA,65,FALSE,0,NA,2020-04-30 18:04:03,TRUE,NA,1255920868892585987,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,16614,446,16918,211,http://t.co/0aSf9xzrUm,CONDILOMA,2013-06-03 18:20:30,FALSE,FALSE,Barcelona,NA,1480312476,10,FALSE,http://pbs.twimg.com/profile_images/1222599745933320192/tJzelDwO_normal.jpg
i,1,"🤯 No vas a creer esto! PENDRIVE KINGSTON DATATRAVELLER SE9 16GB USB 2.0 CUBIERTA DE METAL PLATA a €5,19 🤯
de KINGST… https://t.co/hBjLFX141T","💻 Consultoría Informática
🚀 Marketing Digital
👍 SEGUIR AHORA a JSVnet",JSVnet,66,FALSE,0,NA,2020-04-30 18:00:03,TRUE,NA,1255919861273964544,NA,"<a href=""https://www.mykapusta.com/post-studio"" rel=""nofollow"">Post Studio</a>",0,FALSE,FALSE,NA,NA,12616,355,15,223,https://t.co/2mpAVLrcNk,JSVnet - Marketing Digital ☆☆☆,2013-08-05 21:02:30,FALSE,FALSE,Barcelona,NA,1648640712,27,FALSE,http://pbs.twimg.com/profile_images/472869220863066112/5dr1OjGz_normal.png
m,-1,@mansmontx Creo que se refiere a que no son humanos,19. | Netflix and Me | Un día salí de mi casa sin saber que terminaría dando vueltas por el mundo,kbashow,67,FALSE,0,mansmontx,2020-04-30 18:01:03,FALSE,1255919888071380998,1255920113649401857,781134474717368325,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,FALSE,FALSE,NA,NA,7884,110,16687,310,https://t.co/PVl5xPu5KE,Kristian⚡️,2016-08-21 5:47:44,FALSE,FALSE,"Barcelona, España",NA,767236723600424960,1,FALSE,http://pbs.twimg.com/profile_images/1244432575655022592/M7DTf3o3_normal.jpg
m,-1,"De 00:00 a 24:00 #StopComunismo

A las  19:00 #cacerolada19h del #GobiernoDelBulo 

A las 21:00 #Cacerolada21h del… https://t.co/tvNqyuMGuu","De paso por el mundo. Observo, analizo, y hago crítica objetiva de la vida. No apto para mentes obtusas. Cómo todos, tengo mi lado oscuro.😎
#LaSilenciosaCat 📢",kokecabrera,68,FALSE,0,NA,2020-04-30 18:00:51,TRUE,NA,1255920061031886851,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,87582,1617,96763,1597,NA,Koke Cabrera 🖤🇪🇸😷 (en 🏠),2010-10-07 23:41:26,FALSE,FALSE,Barcelona,NA,199888321,1,FALSE,http://pbs.twimg.com/profile_images/1191516014103662592/FbzkrfSa_normal.jpg
i,-1,"“Un 30-40% de los comercios puede que no vuelvan a abrir después de esta crisis”
Lee la entrevista con el Prof. Fra… https://t.co/RhKGE5Sy3c",Revista de los alumnos del Máster en Periodismo BCN_NY. IL3-Universidad de Barcelona & Columbia Journalism School. @MasterBCN_NY,La22Magazine,69,FALSE,0,NA,2020-04-30 18:00:01,TRUE,NA,1255919852642066434,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0,FALSE,FALSE,NA,NA,1084,317,170,305,https://t.co/5ltuC8JFzf,La22,2013-12-12 13:09:31,FALSE,FALSE,Barcelona,NA,2242345704,8,FALSE,http://pbs.twimg.com/profile_images/1251475808683687937/PRfIoEpO_normal.jpg
i,-1,La pandemia ha llevado a tomar la decisión de cerrarlo entre la una y las cinco horas https://t.co/xIMJ4aK8Z0,"Pluralidad, rigor y calidad desde 1881. La Vanguardia es el lugar donde todos y todas nos encontramos.",LaVanguardia,70,FALSE,5,NA,2020-04-30 18:02:04,FALSE,NA,1255920368251961362,NA,"<a href=""http://www.lavanguardia.es"" rel=""nofollow"">App publicación twits DGRID</a>",2,FALSE,FALSE,NA,NA,512007,1157523,435,572,https://t.co/ooRL31qYXn,La Vanguardia,2009-09-15 13:56:57,FALSE,TRUE,Barcelona,NA,74453123,13504,FALSE,http://pbs.twimg.com/profile_images/936873783721320448/6Q97S0pp_normal.jpg
f,-1,"@spikanor11 pue que aunque sea una salida, no hay que olvidar lo que representa que una mujer venda su cuerpo a los… https://t.co/BIGLVDItvp","L'únic que busco és allò que se'm va perdre, que és a mi mateixa.
 
Reflexiono sobre lo político del amor, porque es lo que me salvó la vida.",leagueofmanu,71,FALSE,0,spikanor11,2020-04-30 18:00:24,TRUE,1255877951339585537,1255919949865988096,2721501119,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,FALSE,FALSE,NA,NA,22399,207,31326,537,https://t.co/JzC5zRlBD9,Mia ⚒,2013-12-30 11:55:03,FALSE,FALSE,Barcelona,NA,2268755876,6,FALSE,http://pbs.twimg.com/profile_images/1244049784056545281/Qwcy8ldl_normal.jpg
i,-1,@SplatSwifty Vas a conseguir hacerme llorar kbron.,"Deja de stalkear y haz algo de provecho...
#17",legend_uri,72,FALSE,1,SplatSwifty,2020-04-30 18:01:14,FALSE,1255910842056540161,1255920159493144577,1064904247198851074,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,FALSE,FALSE,NA,NA,8936,205,15885,372,https://t.co/zDu9J8AnUa,🐬Uri,2018-09-19 15:21:52,FALSE,FALSE,"Barcelona, España",NA,1042433598090096641,0,FALSE,http://pbs.twimg.com/profile_images/1214239315624124417/WGq_5RSM_normal.jpg
f,-1,"Querida familia:
Mi padre y yo no contestamos a vuestros putos mensajes de ¿estás bien? porque estamos los 2 en la… https://t.co/a9RtVR8sVI","solo escribo cosas tristes, indirectas y me quejo mucho de la vida.",liittleunicornn,73,FALSE,0,NA,2020-04-30 18:01:01,TRUE,NA,1255920103104839680,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,352,54,4340,110,NA,Anaa.,2019-11-17 12:58:27,FALSE,FALSE,"Barcelona, España",NA,1196049890515865600,0,FALSE,http://pbs.twimg.com/profile_images/1213948980465405958/qHy9_k-o_normal.jpg
m,-1,Algunos cuando os quejáis me recordáis al padre de Milhouse hablando sobre que su hijo come spaghetti dos veces a l… https://t.co/3BmSIeAuRm,Me he pasado la vida siempre rayado con algo. I'm Buckethead. College de Pathaphysyque. Soy más viejo que tú. Promotor del Jamelguismo,luxorytebas,74,FALSE,0,NA,2020-04-30 18:00:22,TRUE,NA,1255919941829656578,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,24940,450,54204,768,NA,Rafa Peña💎,2019-11-28 0:32:12,FALSE,FALSE,"Barcelona, España",NA,1199848366609448960,0,FALSE,http://pbs.twimg.com/profile_images/1252399064420737025/12qQ8rB7_normal.jpg
m,-1,"@SChiringuitos ABASCAL, lo tiene mal.. Le suena el despertador a las 5:30 y le da un iptus",De izquierdas ateo y Repúblicano.. si no me  encuentras en el sur estoy en Barcelona,M1gue2,75,FALSE,0,SChiringuitos,2020-04-30 18:01:59,FALSE,1255918608653393920,1255920349478367234,1203613905882365952,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,1796,1081,4477,1395,NA,Mikeldelacreu,2019-02-10 9:25:04,FALSE,FALSE,"Barcelona, España",NA,1.09453E+18,2,FALSE,http://pbs.twimg.com/profile_images/1255044057501499392/SHWDxN5V_normal.jpg
i,-1,Pues 1km a partir de mi casa por un lado hay calle por otro hay mar... Que pasa si me tiro al mar??? NO HAY NADA PR… https://t.co/Nq3qlCp7A0,"Mai✦ +20✦ (L)GTBI✦Spanish Cosplayer&Cosmaker 🇪🇸 deep weeb.
Touken Ranbu enthusiast.

I miss my home planet.

↪cosplay acc @mai_chinchin",maioneesama__,76,FALSE,2,NA,2020-04-30 18:01:00,TRUE,NA,1255920102018555907,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,134339,440,131230,777,NA,💮舞💮@ toumyu live fest!!!!!,2016-02-10 12:10:48,FALSE,FALSE,"Barcelona, España",NA,4894744659,7,FALSE,http://pbs.twimg.com/profile_images/1246156172174004224/QNQO2rey_normal.jpg
f,0,"@_lucylucy mi refiero a mi casa jaja 
ya necesito salir y ver otras cosas amika!","Feminista y migrante. 
Trabajo y milito por la #descolonización y el #antirracismo
También soy periodista especializada en estudios de género.",MaritzaSore,77,FALSE,0,_lucylucy,2020-04-30 18:02:27,FALSE,1255919099802198016,1255920464620408832,336296225,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,FALSE,FALSE,NA,NA,116,29,106,125,NA,Maritza Sore,2019-11-11 11:41:43,FALSE,FALSE,Barcelona,NA,1193856296350625792,0,FALSE,http://pbs.twimg.com/profile_images/1247152409270460416/vfM-Ikv__normal.jpg
m,0,Por lo visto esta salida conjunta sólo se aplica para silleros con copiloto por tanto los motivos 1 y 2 quedan inva… https://t.co/eqSqmrij4K,Soy Aitor Celis Sisniega y me gustaría ayudarte a gestionar tu comunicación online y offline para no sólo comunicar sino transmitir.  https://t.co/5bvJoZyOJj,MarketingdpNet,78,FALSE,0,MarketingdpNet,2020-04-30 18:03:32,TRUE,1255919902055170048,1255920737048813569,199546872,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,FALSE,FALSE,NA,NA,10106,363,256,711,https://t.co/5bvJoZyOJj,Marketing DP,2010-10-07 3:58:47,FALSE,FALSE,Barcelona,NA,199546872,33,FALSE,http://pbs.twimg.com/profile_images/1241307657421586433/nOKEQRLn_normal.jpg
f,0,que buena gente son mi novio y mi amiga... a las 8 se encierran en la habitación y empiezan a aplaudir 🥺,perry el ortito rico,martabastille,79,FALSE,1,NA,2020-04-30 18:03:37,FALSE,NA,1255920759517708289,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1,FALSE,FALSE,NA,NA,4986,1467,2305,252,NA,martita,2019-04-14 20:00:52,FALSE,FALSE,Barcelona,NA,1117518102701453315,4,FALSE,http://pbs.twimg.com/profile_images/1255135167691157507/TmDB74O__normal.jpg
